Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
Rämismühle;8487;1;Zell (ZH);231;ZH;8.81846744;47.44034861;de;01.07.2008
Aesch ZH;8904;0;Aesch (ZH);241;ZH;8.435471511;47.33548044;de;01.07.2008
Uitikon Waldegg;8142;0;Birmensdorf (ZH);242;ZH;8.465289722;47.3558598;de;01.07.2008
Birmensdorf ZH;8903;0;Birmensdorf (ZH);242;ZH;8.43958172;47.35195844;de;01.07.2008
Dietikon;8953;0;Dietikon;243;ZH;8.398141751;47.40004401;de;01.07.2008
Fahrweid;8951;0;Geroldswil;244;ZH;8.410120111;47.41493835;de;01.07.2008
Geroldswil;8954;0;Geroldswil;244;ZH;8.413091339;47.42290858;de;01.07.2008
Oberengstringen;8102;0;Oberengstringen;245;ZH;8.465036016;47.41132082;de;01.07.2008
Oetwil an der Limmat;8955;0;Oetwil an der Limmat;246;ZH;8.392886637;47.42949539;de;01.07.2008
Urdorf;8902;0;Schlieren;247;ZH;8.435109163;47.39065083;de;01.07.2008
Schlieren;8952;0;Schlieren;247;ZH;8.449624212;47.39419764;de;01.07.2008
Uitikon Waldegg;8142;0;Uitikon;248;ZH;8.454859478;47.36669712;de;01.07.2008
Uetliberg;8143;2;Uitikon;248;ZH;8.485980666;47.35355922;de;01.07.2008
Unterengstringen;8103;0;Unterengstringen;249;ZH;8.444449408;47.41124152;de;01.07.2008
Fahrweid;8951;0;Unterengstringen;249;ZH;8.414648244;47.40427993;de;01.07.2008
Urdorf;8902;0;Urdorf;250;ZH;8.42387244;47.38214136;de;01.07.2008
Weiningen ZH;8104;0;Weiningen (ZH);251;ZH;8.43716296;47.42162119;de;01.07.2008
Fahrweid;8951;0;Weiningen (ZH);251;ZH;8.415124878;47.40761677;de;01.07.2008
Zürich;8001;0;Zürich;261;ZH;8.541367615;47.37293397;de;01.07.2008
Zürich;8002;0;Zürich;261;ZH;8.531300731;47.36017244;de;01.07.2008
Zürich;8003;0;Zürich;261;ZH;8.516142108;47.37257857;de;01.07.2008
Zürich;8004;0;Zürich;261;ZH;8.523370314;47.37799915;de;01.07.2008
Zürich;8005;0;Zürich;261;ZH;8.520684105;47.38676633;de;01.07.2008
Zürich;8006;0;Zürich;261;ZH;8.543174739;47.38576567;de;01.07.2008
Zürich;8008;0;Zürich;261;ZH;8.562641487;47.35624521;de;01.07.2008
Zürich;8032;0;Zürich;261;ZH;8.564438726;47.36668879;de;01.07.2008
Zürich;8037;0;Zürich;261;ZH;8.524261807;47.3984949;de;01.07.2008
Zürich;8038;0;Zürich;261;ZH;8.531490727;47.34019723;de;01.07.2008
Zürich;8041;0;Zürich;261;ZH;8.515664331;47.3360596;de;01.07.2008
Zürich;8044;0;Zürich;261;ZH;8.572830342;47.38041488;de;01.07.2008
Zürich;8045;0;Zürich;261;ZH;8.505708096;47.35161517;de;01.07.2008
Zürich;8046;0;Zürich;261;ZH;8.508278676;47.42217738;de;01.07.2008
Zürich;8047;0;Zürich;261;ZH;8.487021836;47.37389233;de;01.07.2008
Zürich;8048;0;Zürich;261;ZH;8.483871092;47.38674684;de;01.07.2008
Zürich;8049;0;Zürich;261;ZH;8.500466748;47.40869839;de;01.07.2008
Zürich;8050;0;Zürich;261;ZH;8.550802019;47.41193801;de;01.07.2008
Zürich;8051;0;Zürich;261;ZH;8.578819309;47.39965101;de;01.07.2008
Zürich;8052;0;Zürich;261;ZH;8.540643194;47.42446414;de;01.07.2008
Zürich;8053;0;Zürich;261;ZH;8.597418712;47.36128969;de;01.07.2008
Zürich;8055;0;Zürich;261;ZH;8.490292042;47.3641888;de;01.07.2008
Zürich;8057;0;Zürich;261;ZH;8.547392608;47.39992584;de;01.07.2008
Zürich;8064;0;Zürich;261;ZH;8.485247273;47.39865759;de;01.07.2008
Zollikerberg;8125;0;Zürich;261;ZH;8.602249771;47.3511081;de;01.07.2008
Adliswil;8134;0;Zürich;261;ZH;8.529323758;47.32710267;de;01.07.2008
Uitikon Waldegg;8142;0;Zürich;261;ZH;8.468942954;47.36526765;de;01.07.2008
Uetliberg;8143;2;Zürich;261;ZH;8.492029626;47.34965256;de;01.07.2008
Glattbrugg;8152;0;Zürich;261;ZH;8.553773078;47.43004986;de;01.07.2008
Schlieren;8952;0;Zürich;261;ZH;8.467768803;47.40116756;de;01.07.2008
Andelfingen;8450;0;Andelfingen;291;ZH;8.675343204;47.59471618;de;01.07.2008
Adlikon b. Andelfingen;8452;0;Andelfingen;291;ZH;8.704986014;47.57685819;de;01.07.2008
Humlikon;8457;0;Andelfingen;291;ZH;8.67592442;47.57485425;de;01.07.2008
Waltalingen;8468;0;Stammheim;292;ZH;8.76698168;47.62082941;de;01.07.2008
Guntalingen;8468;2;Stammheim;292;ZH;8.759657736;47.63539789;de;01.07.2008
Unterstammheim;8476;0;Stammheim;292;ZH;8.789716855;47.64764261;de;01.07.2008
Oberstammheim;8477;0;Stammheim;292;ZH;8.804789009;47.62843477;de;01.07.2008
Wilen b. Neunforn;8525;2;Stammheim;292;ZH;8.795442698;47.60371597;de;01.07.2008
Au ZH;8804;0;Wädenswil;293;ZH;8.644938276;47.24392573;de;01.07.2008
Wädenswil;8820;0;Wädenswil;293;ZH;8.654982936;47.22061746;de;01.07.2008
Schönenberg ZH;8824;0;Wädenswil;293;ZH;8.640729073;47.1925344;de;01.07.2008
Hütten;8825;0;Wädenswil;293;ZH;8.658792837;47.17352876;de;01.07.2008
Elgg;8353;0;Elgg;294;ZH;8.860671469;47.4907247;de;01.07.2008
Hofstetten ZH;8354;0;Elgg;294;ZH;8.857521016;47.46983794;de;01.07.2008
Dickbuch;8354;1;Elgg;294;ZH;8.832573771;47.49645899;de;01.01.2018
Aadorf;8355;0;Elgg;294;ZH;8.892249057;47.49195782;de;01.07.2008
Hagenbuch ZH;8523;0;Elgg;294;ZH;8.890581414;47.5013832;de;01.07.2008
Sihlbrugg;6340;4;Horgen;295;ZH;8.572410565;47.23363271;de;01.07.2008
Sihlbrugg Station;8135;2;Horgen;295;ZH;8.573333286;47.24335529;de;01.07.2008
Sihlwald;8135;3;Horgen;295;ZH;8.554398036;47.25830126;de;01.07.2008
Horgen;8810;0;Horgen;295;ZH;8.612592201;47.2463665;de;01.07.2008
Horgenberg;8815;0;Horgen;295;ZH;8.584016756;47.24715275;de;01.07.2008
Hirzel;8816;0;Horgen;295;ZH;8.601988499;47.22034622;de;01.07.2008
Effretikon;8307;0;Illnau-Effretikon;296;ZH;8.692021932;47.42487279;de;01.07.2008
Ottikon b. Kemptthal;8307;2;Illnau-Effretikon;296;ZH;8.725504192;47.42997996;de;01.07.2008
Illnau;8308;0;Illnau-Effretikon;296;ZH;8.725785866;47.40887276;de;01.07.2008
Agasul;8308;2;Illnau-Effretikon;296;ZH;8.740339768;47.42594213;de;01.07.2008
Kyburg;8314;0;Illnau-Effretikon;296;ZH;8.741505837;47.45230578;de;01.07.2008
Sennhof (Winterthur);8482;0;Illnau-Effretikon;296;ZH;8.753626094;47.46619042;de;01.07.2008
Kollbrunn;8483;0;Illnau-Effretikon;296;ZH;8.765706461;47.45071595;de;01.07.2008
Saland;8493;0;Bauma;297;ZH;8.862565859;47.3890365;de;01.07.2008
Bauma;8494;0;Bauma;297;ZH;8.891800385;47.36632757;de;01.07.2008
Sternenberg;8499;0;Bauma;297;ZH;8.91029767;47.38986051;de;01.07.2008
Wiesendangen;8542;0;Wiesendangen;298;ZH;8.787994756;47.52267451;de;01.07.2008
Bertschikon;8543;0;Wiesendangen;298;ZH;8.829725839;47.52595238;de;01.07.2008
Gundetswil;8543;1;Wiesendangen;298;ZH;8.82189903;47.53914736;de;01.07.2008
Kefikon ZH;8543;2;Wiesendangen;298;ZH;8.828302355;47.54816762;de;01.07.2008
Attikon;8544;0;Wiesendangen;298;ZH;8.800506926;47.53722171;de;01.07.2008
Menzengrüt;8546;3;Wiesendangen;298;ZH;8.817327129;47.54886814;de;01.07.2008
Lyss;3250;0;Aarberg;301;BE;7.307383368;47.05451313;de;01.07.2008
Seedorf BE;3267;0;Aarberg;301;BE;7.295953281;47.03912474;de;01.07.2008
Aarberg;3270;0;Aarberg;301;BE;7.283202734;47.04424228;de;01.07.2008
Kappelen;3273;0;Aarberg;301;BE;7.27356147;47.05645741;de;01.07.2008
Bargen BE;3282;0;Bargen (BE);302;BE;7.25035858;47.03524155;de;01.07.2008
Kallnach;3283;0;Bargen (BE);302;BE;7.23004895;47.03418688;de;01.07.2008
Grossaffoltern;3257;0;Grossaffoltern;303;BE;7.366461379;47.06859996;de;01.07.2008
Ammerzwil BE;3257;1;Grossaffoltern;303;BE;7.342602594;47.0731489;de;01.07.2008
Suberg;3262;0;Grossaffoltern;303;BE;7.339581726;47.05519433;de;01.07.2008
Golaten;3207;2;Kallnach;304;BE;7.236988857;46.98673207;de;01.07.2008
Treiten;3226;0;Kallnach;304;BE;7.177127995;47.00053489;de;01.07.2008
Kallnach;3283;0;Kallnach;304;BE;7.220121788;47.01520835;de;01.07.2008
Niederried b. Kallnach;3283;2;Kallnach;304;BE;7.227852186;46.99907361;de;01.07.2008
Lyss;3250;0;Kappelen;305;BE;7.292484132;47.07483737;de;01.07.2008
Worben;3252;0;Kappelen;305;BE;7.299054715;47.0936673;de;01.07.2008
Kappelen;3273;0;Kappelen;305;BE;7.277648706;47.07567019;de;01.07.2008
Studen BE;2557;0;Lyss;306;BE;7.315620108;47.109588;de;01.07.2008
Lyss;3250;0;Lyss;306;BE;7.310750384;47.07539953;de;01.07.2008
Busswil BE;3292;0;Lyss;306;BE;7.321941598;47.10062196;de;01.09.2011
Ortschwaben;3042;0;Meikirch;307;BE;7.399411042;46.99215674;de;01.07.2008
Meikirch;3045;0;Meikirch;307;BE;7.372289032;47.00926389;de;01.07.2008
Wahlendorf;3046;0;Meikirch;307;BE;7.340274272;47.00946664;de;01.07.2008
Detligen;3036;0;Radelfingen;309;BE;7.268636531;46.99035198;de;01.07.2008
Radelfingen b. Aarberg;3271;0;Radelfingen;309;BE;7.27164691;47.01863597;de;01.07.2008
Lätti;3053;5;Rapperswil (BE);310;BE;7.43031631;47.03861094;de;01.07.2008
Wengi b. Büren;3251;0;Rapperswil (BE);310;BE;7.412194484;47.07957976;de;01.07.2008
Ruppoldsried;3251;2;Rapperswil (BE);310;BE;7.42522801;47.08958213;de;01.07.2008
Messen;3254;0;Rapperswil (BE);310;BE;7.435392848;47.09569987;de;01.07.2008
Rapperswil BE;3255;0;Rapperswil (BE);310;BE;7.413350037;47.06649004;de;01.07.2008
Dieterswil;3256;0;Rapperswil (BE);310;BE;7.430634873;47.05097609;de;01.07.2008
Bangerten b. Dieterswil;3256;2;Rapperswil (BE);310;BE;7.448073122;47.05719362;de;01.07.2008
Seewil;3256;3;Rapperswil (BE);310;BE;7.41052114;47.04633134;de;01.07.2008
Münchenbuchsee;3053;0;Schüpfen;311;BE;7.426454765;47.03175312;de;01.07.2008
Schüpfen;3054;0;Schüpfen;311;BE;7.377423198;47.03547351;de;01.07.2008
Frieswil;3035;0;Seedorf (BE);312;BE;7.285529527;46.99425216;de;01.07.2008
Wiler b. Seedorf;3266;0;Seedorf (BE);312;BE;7.317348811;47.04908618;de;01.07.2008
Seedorf BE;3267;0;Seedorf (BE);312;BE;7.324005752;47.02360412;de;01.07.2008
Lobsigen;3268;0;Seedorf (BE);312;BE;7.298750058;47.01679761;de;01.07.2008
Aarberg;3270;0;Seedorf (BE);312;BE;7.276343007;47.0311265;de;01.07.2008
Aarwangen;4912;0;Aarwangen;321;BE;7.76728561;47.23685984;de;01.07.2008
Bützberg;4922;0;Aarwangen;321;BE;7.738432487;47.22261402;de;01.07.2008
Rohrbach;4938;0;Auswil;322;BE;7.811378369;47.1419648;de;01.07.2008
Auswil;4944;0;Auswil;322;BE;7.838540554;47.13582916;de;01.07.2008
Aarwangen;4912;0;Bannwil;323;BE;7.754516845;47.24589843;de;01.07.2008
Bannwil;4913;0;Bannwil;323;BE;7.728819672;47.23775258;de;01.07.2008
Bleienbach;3368;0;Bleienbach;324;BE;7.760365685;47.18302787;de;01.07.2008
Busswil b. Melchnau;4917;2;Busswil bei Melchnau;325;BE;7.830855273;47.18761054;de;01.07.2008
Gondiswil;4955;0;Gondiswil;326;BE;7.866816043;47.14645669;de;01.07.2008
Langenthal;4900;0;Langenthal;329;BE;7.795121365;47.21754215;de;01.07.2008
Untersteckholz;4916;0;Langenthal;329;BE;7.84395589;47.20587604;de;01.07.2008
Obersteckholz;4924;0;Langenthal;329;BE;7.825584632;47.20101159;de;01.07.2008
Bleienbach;3368;0;Lotzwil;331;BE;7.763686575;47.18993508;de;01.07.2008
Lotzwil;4932;0;Lotzwil;331;BE;7.79174532;47.18869281;de;01.07.2008
Reisiswil;4919;0;Madiswil;332;BE;7.832666064;47.15955551;de;01.07.2008
Gutenburg;4932;2;Madiswil;332;BE;7.8007572;47.18232672;de;01.07.2008
Madiswil;4934;0;Madiswil;332;BE;7.801711834;47.1623388;de;01.07.2008
Leimiswil;4935;0;Madiswil;332;BE;7.770496685;47.15402966;de;01.07.2008
Kleindietwil;4936;0;Madiswil;332;BE;7.790615513;47.14109535;de;01.07.2008
Melchnau;4917;0;Melchnau;333;BE;7.855954366;47.17754306;de;01.07.2008
Grossdietwil;6146;0;Melchnau;333;BE;7.876154287;47.16632813;de;01.07.2008
Altbüron;6147;0;Melchnau;333;BE;7.877103033;47.17918653;de;01.07.2008
Oeschenbach;4943;0;Oeschenbach;335;BE;7.744799194;47.11025447;de;01.07.2008
Reisiswil;4919;0;Reisiswil;336;BE;7.841864949;47.16110328;de;01.07.2008
Roggwil BE;4914;0;Roggwil (BE);337;BE;7.816073315;47.23462944;de;01.07.2008
Rohrbach;4938;0;Rohrbach;338;BE;7.809054266;47.13316872;de;01.07.2008
Rohrbachgraben;4938;2;Rohrbachgraben;339;BE;7.805151955;47.1103261;de;01.07.2008
Rütschelen;4933;0;Rütschelen;340;BE;7.77134529;47.1724606;de;01.07.2008
Schwarzhäusern;4911;0;Schwarzhäusern;341;BE;7.765879449;47.25740157;de;01.07.2008
Bützberg;4922;0;Thunstetten;342;BE;7.747899565;47.2157495;de;01.07.2008
Thunstetten;4922;2;Thunstetten;342;BE;7.747853619;47.1979106;de;01.07.2008
Kleindietwil;4936;0;Ursenbach;344;BE;7.780713411;47.14800099;de;01.07.2008
Ursenbach;4937;0;Ursenbach;344;BE;7.762154923;47.12882724;de;01.07.2008
Walterswil BE;4942;0;Ursenbach;344;BE;7.774412674;47.12361329;de;01.07.2008
Oeschenbach;4943;0;Ursenbach;344;BE;7.754928298;47.11865571;de;01.07.2008
Wynau;4923;0;Wynau;345;BE;7.80782816;47.2558673;de;01.07.2008
Bern;3004;0;Bern;351;BE;7.452010707;46.98048719;de;01.07.2008
Bern;3005;0;Bern;351;BE;7.449931552;46.93938995;de;01.07.2008
Bern;3006;0;Bern;351;BE;7.471329273;46.94584486;de;01.07.2008
Bern;3007;0;Bern;351;BE;7.434082442;46.93938242;de;01.07.2008
Bern;3008;0;Bern;351;BE;7.413896593;46.94510055;de;01.07.2008
Bern;3010;0;Bern;351;BE;7.424737508;46.94728049;de;01.07.2008
Bern;3011;0;Bern;351;BE;7.447957834;46.94723895;de;01.07.2008
Bern;3012;0;Bern;351;BE;7.426028084;46.96158371;de;01.07.2008
Bern;3013;0;Bern;351;BE;7.446200709;46.95620889;de;01.07.2008
Bern;3014;0;Bern;351;BE;7.458409754;46.96219966;de;01.07.2008
Bern;3015;0;Bern;351;BE;7.484797901;46.94018674;de;01.07.2008
Bern;3018;0;Bern;351;BE;7.389112618;46.93388884;de;01.07.2008
Bern;3019;0;Bern;351;BE;7.347951857;46.93098253;de;01.07.2008
Bern;3020;0;Bern;351;BE;7.320874187;46.93708042;de;01.07.2008
Bern;3027;0;Bern;351;BE;7.386897469;46.95545061;de;01.07.2008
Hinterkappelen;3032;0;Bern;351;BE;7.390080721;46.96324153;de;01.07.2008
Herrenschwanden;3037;0;Bern;351;BE;7.430048725;46.9719772;de;01.07.2008
Worblaufen;3048;0;Bern;351;BE;7.468478735;46.97245806;de;01.07.2008
Ittigen;3063;0;Bern;351;BE;7.472105094;46.96835146;de;01.07.2008
Ostermundigen;3072;0;Bern;351;BE;7.479489912;46.96778626;de;01.07.2008
Gümligen;3073;0;Bern;351;BE;7.492878002;46.93865134;de;01.07.2008
Wabern;3084;0;Bern;351;BE;7.447505222;46.93154439;de;01.07.2008
Liebefeld;3097;0;Bern;351;BE;7.424243643;46.93437726;de;01.07.2008
Niederwangen b. Bern;3172;0;Bern;351;BE;7.381030608;46.93074937;de;01.07.2008
Bolligen;3065;0;Bolligen;352;BE;7.50833832;46.98412017;de;01.07.2008
Stettlen;3066;0;Bolligen;352;BE;7.529088812;46.96255651;de;01.07.2008
Krauchthal;3326;0;Bolligen;352;BE;7.535797498;46.99659504;de;01.07.2008
Bremgarten b. Bern;3047;0;Bremgarten bei Bern;353;BE;7.436054959;46.97712754;de;01.07.2008
Herrenschwanden;3037;0;Kirchlindach;354;BE;7.419803805;46.97720922;de;01.07.2008
Kirchlindach;3038;0;Kirchlindach;354;BE;7.415057733;46.99981124;de;01.07.2008
Ortschwaben;3042;0;Kirchlindach;354;BE;7.408587305;46.98858791;de;01.07.2008
Bern;3007;0;Köniz;355;BE;7.436297875;46.93369297;de;01.07.2008
Wabern;3084;0;Köniz;355;BE;7.452887219;46.92168555;de;01.07.2008
Spiegel b. Bern;3095;0;Köniz;355;BE;7.434284903;46.92499654;de;01.07.2008
Liebefeld;3097;0;Köniz;355;BE;7.421049722;46.93088039;de;01.07.2008
Köniz;3098;0;Köniz;355;BE;7.435906451;46.93026748;de;01.07.2008
Köniz;3098;0;Köniz;355;BE;7.434560391;46.91283518;de;01.07.2008
Schliern b. Köniz;3098;1;Köniz;355;BE;7.427398431;46.90618722;de;01.07.2008
Gasel;3144;0;Köniz;355;BE;7.414095585;46.89586979;de;01.07.2008
Niederscherli;3145;0;Köniz;355;BE;7.394215946;46.8853139;de;01.07.2008
Mittelhäusern;3147;0;Köniz;355;BE;7.37143946;46.87274864;de;01.07.2008
Niederwangen b. Bern;3172;0;Köniz;355;BE;7.378096254;46.92187909;de;01.07.2008
Oberwangen b. Bern;3173;0;Köniz;355;BE;7.356022134;46.91189673;de;01.07.2008
Thörishaus;3174;0;Köniz;355;BE;7.348144578;46.90045532;de;01.07.2008
Gümligen;3073;0;Muri bei Bern;356;BE;7.507147152;46.93512507;de;01.07.2008
Muri b. Bern;3074;0;Muri bei Bern;356;BE;7.486372741;46.92660446;de;01.07.2008
Worb;3076;0;Muri bei Bern;356;BE;7.517527459;46.94224657;de;01.07.2008
Zimmerwald;3086;0;Oberbalm;357;BE;7.437719969;46.87740005;de;01.07.2008
Oberbalm;3096;0;Oberbalm;357;BE;7.410592928;46.86492535;de;01.07.2008
Niederscherli;3145;0;Oberbalm;357;BE;7.387814853;46.88150684;de;01.07.2008
Mittelhäusern;3147;0;Oberbalm;357;BE;7.386275613;46.85671991;de;01.07.2008
Stettlen;3066;0;Stettlen;358;BE;7.522495093;46.95295919;de;01.07.2008
Boll;3067;0;Stettlen;358;BE;7.536768669;46.96273308;de;01.07.2008
Worb;3076;0;Stettlen;358;BE;7.52246064;46.94335325;de;01.07.2008
Stettlen;3066;0;Vechigen;359;BE;7.549261736;46.97464421;de;01.07.2008
Boll;3067;0;Vechigen;359;BE;7.552305291;46.96956957;de;01.07.2008
Utzigen;3068;0;Vechigen;359;BE;7.585613971;46.96643137;de;01.07.2008
Worb;3076;0;Vechigen;359;BE;7.533245689;46.94238915;de;01.07.2008
Bigenthal;3513;0;Vechigen;359;BE;7.612365192;46.96982777;de;01.07.2008
Hinterkappelen;3032;0;Wohlen bei Bern;360;BE;7.378115227;46.96865942;de;01.07.2008
Wohlen b. Bern;3033;0;Wohlen bei Bern;360;BE;7.352553344;46.97522174;de;01.07.2008
Murzelen;3034;0;Wohlen bei Bern;360;BE;7.311578438;46.97709159;de;01.07.2008
Frieswil;3035;0;Wohlen bei Bern;360;BE;7.292994349;46.99200121;de;01.07.2008
Detligen;3036;0;Wohlen bei Bern;360;BE;7.284844768;46.97616211;de;01.07.2008
Herrenschwanden;3037;0;Wohlen bei Bern;360;BE;7.408625465;46.97024666;de;01.07.2008
Ortschwaben;3042;0;Wohlen bei Bern;360;BE;7.388784659;46.99586971;de;01.07.2008
Uettligen;3043;0;Wohlen bei Bern;360;BE;7.383416829;46.98649941;de;01.07.2008
Innerberg;3044;2;Wohlen bei Bern;360;BE;7.313002701;46.99607568;de;01.07.2008
Meikirch;3045;0;Wohlen bei Bern;360;BE;7.380775352;47.00057694;de;01.07.2008
Säriswil;3049;0;Wohlen bei Bern;360;BE;7.334809116;46.99227845;de;01.07.2008
Zollikofen;3052;0;Zollikofen;361;BE;7.453313976;46.99667264;de;01.07.2008
Worblaufen;3048;0;Ittigen;362;BE;7.461765048;46.97715415;de;01.07.2008
Ittigen;3063;0;Ittigen;362;BE;7.478611583;46.98049522;de;01.07.2008
Ittigen;3063;0;Ostermundigen;363;BE;7.485529075;46.96958987;de;01.07.2008
Bolligen;3065;0;Ostermundigen;363;BE;7.492896769;46.96661651;de;01.07.2008
Stettlen;3066;0;Ostermundigen;363;BE;7.510964205;46.96042593;de;01.07.2008
Ostermundigen;3072;0;Ostermundigen;363;BE;7.492501706;46.95348348;de;01.07.2008
Gümligen;3073;0;Ostermundigen;363;BE;7.509078859;46.95040698;de;01.07.2008
Biel/Bienne;2502;0;Biel/Bienne;371;BE;7.245725149;47.14198387;multiple;01.07.2008
Biel/Bienne;2503;0;Biel/Bienne;371;BE;7.258553924;47.1316858;multiple;01.07.2008
Biel/Bienne;2504;0;Biel/Bienne;371;BE;7.282648869;47.15632807;multiple;01.07.2008
Biel/Bienne;2505;0;Biel/Bienne;371;BE;7.216514445;47.13369664;multiple;01.07.2008
Magglingen/Macolin;2532;0;Biel/Bienne;371;BE;7.213153175;47.137944;multiple;01.07.2008
Magglingen/Macolin;2532;0;Evilard;372;BE;7.212639035;47.14268966;multiple;01.07.2008
Evilard;2533;0;Evilard;372;BE;7.234668558;47.15052156;fr;01.07.2008
Arch;3296;0;Arch;381;BE;7.432605441;47.1695062;de;01.07.2008
Studen BE;2557;0;Büetigen;382;BE;7.319822967;47.11176579;de;01.07.2008
Büetigen;3263;0;Büetigen;382;BE;7.334181853;47.10611149;de;01.07.2008
Büren an der Aare;3294;0;Büren an der Aare;383;BE;7.369425432;47.13446944;de;01.07.2008
Diessbach b. Büren;3264;0;Diessbach bei Büren;385;BE;7.364964;47.10706834;de;01.07.2008
Dotzigen;3293;0;Dotzigen;386;BE;7.348942208;47.12891222;de;01.07.2008
Büren an der Aare;3294;0;Dotzigen;386;BE;7.35479261;47.14001362;de;01.07.2008
Lengnau BE;2543;0;Lengnau (BE);387;BE;7.365020219;47.18265074;de;01.07.2008
Leuzigen;3297;0;Leuzigen;388;BE;7.469108809;47.17105135;de;01.07.2008
Meienried;3294;2;Meienried;389;BE;7.341032398;47.13705249;de;01.07.2008
Meinisberg;2554;0;Meinisberg;390;BE;7.353744265;47.16182093;de;01.07.2008
Oberwil b. Büren;3298;0;Oberwil bei Büren;391;BE;7.413461492;47.13220225;de;01.07.2008
Pieterlen;2542;0;Pieterlen;392;BE;7.327856719;47.17572643;de;01.07.2008
Rüti b. Büren;3295;0;Rüti bei Büren;393;BE;7.412915005;47.15197777;de;01.07.2008
Wengi b. Büren;3251;0;Wengi;394;BE;7.392135799;47.08533143;de;01.07.2008
Grossaffoltern;3257;0;Wengi;394;BE;7.38429171;47.08058036;de;01.07.2008
Aefligen;3426;0;Aefligen;401;BE;7.548710938;47.0953009;de;01.07.2008
Alchenstorf;3473;0;Alchenstorf;402;BE;7.643265553;47.122874;de;01.07.2008
Bäriswil BE;3323;0;Bäriswil;403;BE;7.530893843;47.01596769;de;01.07.2008
Burgdorf;3400;0;Burgdorf;404;BE;7.617846228;47.05756433;de;01.07.2008
Kaltacker;3413;0;Burgdorf;404;BE;7.647066713;47.06924633;de;01.07.2008
Oberburg;3414;0;Burgdorf;404;BE;7.631295429;47.03900803;de;01.07.2008
Wynigen;3472;0;Burgdorf;404;BE;7.644763499;47.08194299;de;01.07.2008
Kirchberg BE;3422;0;Ersigen;405;BE;7.588967607;47.09262723;de;01.07.2008
Ersigen;3423;0;Ersigen;405;BE;7.594280179;47.10090552;de;01.07.2008
Niederösch;3424;0;Ersigen;405;BE;7.620793949;47.11448918;de;01.07.2008
Oberösch;3424;2;Ersigen;405;BE;7.612800633;47.10537764;de;01.07.2008
Koppigen;3425;0;Ersigen;405;BE;7.60916304;47.12411283;de;01.07.2008
Rumendingen;3472;2;Ersigen;405;BE;7.628727169;47.10831439;de;01.07.2008
Hasle b. Burgdorf;3415;1;Hasle bei Burgdorf;406;BE;7.64060167;47.01366337;de;01.07.2008
Schafhausen im Emmental;3415;2;Hasle bei Burgdorf;406;BE;7.644981234;46.99103492;de;01.07.2008
Biembach im Emmental;3419;0;Hasle bei Burgdorf;406;BE;7.612392625;46.99329482;de;01.07.2008
Lützelflüh-Goldbach;3432;0;Hasle bei Burgdorf;406;BE;7.668588693;46.99511481;de;01.07.2008
Schwanden im Emmental;3433;0;Hasle bei Burgdorf;406;BE;7.683538258;46.9855426;de;01.07.2008
Bigenthal;3513;0;Hasle bei Burgdorf;406;BE;7.617199585;46.98204466;de;01.07.2008
Heimiswil;3412;0;Heimiswil;407;BE;7.662884622;47.05372231;de;01.07.2008
Kaltacker;3413;0;Heimiswil;407;BE;7.687071403;47.07281962;de;01.07.2008
Rüegsauschachen;3415;3;Heimiswil;407;BE;7.64784902;47.02947009;de;01.07.2008
Affoltern im Emmental;3416;0;Heimiswil;407;BE;7.717300086;47.08170152;de;01.07.2008
Rüegsbach;3418;0;Heimiswil;407;BE;7.697396525;47.06018958;de;01.07.2008
Wynigen;3472;0;Heimiswil;407;BE;7.71595432;47.08736891;de;01.07.2008
Hellsau;3429;3;Hellsau;408;BE;7.649292289;47.14299773;de;01.07.2008
Hindelbank;3324;0;Hindelbank;409;BE;7.545075349;47.04390424;de;01.07.2008
Mötschwil;3324;2;Hindelbank;409;BE;7.568149289;47.04774868;de;01.07.2008
Hettiswil b. Hindelbank;3325;0;Hindelbank;409;BE;7.574051691;47.03964975;de;01.07.2008
Lyssach;3421;0;Hindelbank;409;BE;7.580325015;47.05111009;de;01.07.2008
Höchstetten;3429;2;Höchstetten;410;BE;7.63344341;47.14435476;de;01.07.2008
Kernenried;3309;0;Kernenried;411;BE;7.55117022;47.06875436;de;01.07.2008
Burgdorf;3400;0;Kirchberg (BE);412;BE;7.626115932;47.07232475;de;01.07.2008
Kirchberg BE;3422;0;Kirchberg (BE);412;BE;7.601472382;47.07840233;de;01.07.2008
Koppigen;3425;0;Koppigen;413;BE;7.605030807;47.13366063;de;01.07.2008
Hettiswil b. Hindelbank;3325;0;Krauchthal;414;BE;7.556375982;47.0255742;de;01.07.2008
Krauchthal;3326;0;Krauchthal;414;BE;7.566280661;47.00407379;de;01.07.2008
Hindelbank;3324;0;Lyssach;415;BE;7.557174522;47.05586503;de;01.07.2008
Lyssach;3421;0;Lyssach;415;BE;7.581695543;47.06798859;de;01.07.2008
Alchenflüh;3422;2;Lyssach;415;BE;7.575461894;47.07806671;de;01.07.2008
Oberburg;3414;0;Oberburg;418;BE;7.609708508;47.02106631;de;01.07.2008
Lyssach;3421;0;Oberburg;418;BE;7.591588588;47.04866418;de;01.07.2008
